id,name,short_name,district
469,上海市书院中学,上海市书院中,浦东新区
294,上海闵行区协和双语教科学校,上海闵行区协,闵行区
194,上海市文达学校,上海市文达学,普陀区
456,上海市蔡路中学,上海市蔡路中,浦东新区
434,上海市洋泾中学南校,上海市洋泾中,浦东新区
726,上海市崇明区大公中学,,崇明区
33,上海市卢湾中学,卢湾中学,黄浦区
34,上海市兴业中学,兴业中学,黄浦区
36,上海市光明初级中学,光明初中,黄浦区
37,上海市市南中学,市南中学,黄浦区
38,上海市第十中学,市十中学,黄浦区
44,上海市同济大学第二附属中学,同济二附中,普陀区
31,上海市大同初级中学,大同初中,黄浦区
30,上海市格致初级中学,格致初中,黄浦区
32,上海市向明初级中学,向明初中,黄浦区
35,上海市储能中学,储能中学,黄浦区
39,上海市敬业初级中学,敬业初中,黄浦区
76,上海市田林中学,上海市田林中,徐汇区
77,上海市田林第二中学,上海市田林第,徐汇区
78,上海市田林第三中学,上海市田林第,徐汇区
79,上海市龙苑中学,上海市龙苑中,徐汇区
496,上海市泾南中学,上海市泾南中,浦东新区
72,上海市位育初级中学,上海市位育初,徐汇区
74,上海市南洋模范初级中学,上海市南洋模,徐汇区
81,上海市长桥中学,上海市长桥中,徐汇区
262,上海市罗阳中学,上海市罗阳中,闵行区
546,上海浦东新区民办进德外国语中学,上海浦东新区,浦东新区
16,同济大学附属实验中学,,嘉定区
401,同济大学附属实验中学,同济大学附属,嘉定区
415,上海华旭双语学校,上海华旭双语,嘉定区
492,上海市建平实验地杰中学,上海市建平实,浦东新区
254,上海民办沪东外国语学校,上海民办沪东,杨浦区
80,上海市徐汇区教育学院附属实验中学,上海市徐汇区,徐汇区
73,上海市第二初级中学,上海市第二初,徐汇区
75,上海市南洋初级中学,上海市南洋初,徐汇区
490,上海市浦东新区新场实验中学,上海市浦东新,浦东新区
366,上海市宝山区鹿鸣学校,上海市宝山区,宝山区
659,上海市奉贤区头桥中学,上海市奉贤区,奉贤区
376,上海外国语大学附属宝山双语学校,上海外国语大,宝山区
538,上海市实验学校附属光明学校,上海市实验学,浦东新区
439,上海市华林中学,上海市华林中,浦东新区
101,上海市位育实验学校,上海市位育实,徐汇区
86,上海市康健外国语实验中学,上海市康健外,徐汇区
116,上海市建青实验学校,上海市建青实,长宁区
117,上海市西郊学校,上海市西郊学,长宁区
120,上海市开元学校,上海市开元学,长宁区
508,上海市川沙中学北校,上海市川沙中,浦东新区
336,上海市月浦中学,上海市月浦中,宝山区
410,上海市民办桃李园实验学校,上海市民办桃,嘉定区
25,上海市民办桃李园实验学校,,嘉定区
18,上海市嘉定区新城实验中学,,嘉定区
403,上海市嘉定区新城实验中学,上海市嘉定区,嘉定区
114,上海市民办新世纪中学,上海市民办新,长宁区
272,上海市闵行区鹤北初级中学,上海市闵行区,闵行区
160,上海市曹杨第二中学附属实验中学,上海市曹杨第,普陀区
458,上海市浦兴中学,上海市浦兴中,浦东新区
12,上海民办华曜嘉定初级中学,,嘉定区
397,上海民办华曜嘉定初级中学,上海民办华曜,嘉定区
437,上海市金杨中学,上海市金杨中,浦东新区
662,上海市奉贤区青溪中学,上海市奉贤区,奉贤区
506,华东师范大学张江实验中学,华东师范大学,浦东新区
122,上海市静安区协和双语培明学校,上海市静安区,静安区
549,上海浦东新区民办更新学校,上海浦东新区,浦东新区
48,交大附中附属嘉定洪德中学,,嘉定区
234,上海市包头中学,上海市包头中,杨浦区
495,上海市竹园中学,上海市竹园中,浦东新区
484,上海市临港实验中学,上海市临港实,浦东新区
477,上海中学东校,上海中学东校,浦东新区
582,上海市松江区第七中学,上海市松江区,松江区
485,上海市浦东新区进才中学东校,上海市浦东新,浦东新区
178,上海市光新学校,上海市光新学,普陀区
198,上海市江湾初级中学,上海市江湾初,虹口区
197,上海市钟山初级中学,上海市钟山初,虹口区
308,华东理工大学附属闵行梅陇实验学校,华东理工大学,闵行区
466,上海市南汇第二中学,上海市南汇第,浦东新区
147,上海田家炳中学,上海田家炳中,静安区
618,上海工程技术大学附属松江泗泾实验学校,上海工程技术,松江区
151,上海市爱国学校,上海市爱国学,静安区
491,上海市浦东新区懿德中学,上海市浦东新,浦东新区
359,上海市宝山区共富实验学校,上海市宝山区,宝山区
296,上海市金汇实验学校,上海市金汇实,闵行区
316,上海闵行区万科双语学校,上海闵行区万,闵行区
675,上海市奉贤区阳光外国语学校,上海市奉贤区,奉贤区
652,上海市奉贤区古华中学,上海市奉贤区,奉贤区
539,上海市东海学校,上海市东海学,浦东新区
565,上海市蒙山中学,上海市蒙山中,金山区
8,上海市嘉定区马陆育才联合中学,,嘉定区
393,上海市嘉定区马陆育才联合中学,上海市嘉定区,嘉定区
63,市十中学,市十中学,黄浦区
707,上海市崇明区大公中学,上海市崇明区,崇明区
532,上海市秋萍学校,上海市秋萍学,浦东新区
655,上海市奉贤区汇贤中学,上海市奉贤区,奉贤区
155,上海戏剧学院附属静安学校,上海戏剧学院,静安区
498,上海市沪新中学,上海市沪新中,浦东新区
21,上海市嘉定区戬浜学校,,嘉定区
199,上海市复兴实验中学,上海市复兴实,虹口区
200,上海市虹口区教育学院实验中学,上海市虹口区,虹口区
201,上海市第五中学,上海市第五中,虹口区
202,上海市曲阳第二中学,上海市曲阳第,虹口区
203,上海市北虹初级中学,上海市北虹初,虹口区
204,上海市海南中学,上海市海南中,虹口区
205,上海市丰镇中学,上海市丰镇中,虹口区
206,上海市澄衷初级中学,上海市澄衷初,虹口区
207,上海市鲁迅初级中学,上海市鲁迅初,虹口区
208,上海市继光初级中学,上海市继光初,虹口区
209,华东师范大学第一附属初级中学,华东师范大学,虹口区
213,上海市第五十二中学,上海市第五十,虹口区
215,上海外国语大学第一实验学校,上海外国语大,虹口区
217,上海市霍山学校,上海市霍山学,虹口区
220,上海世外教育附属虹口区欧阳学校,上海世外教育,虹口区
211,上海市民办新华初级中学,上海市民办新,虹口区
214,上海市民办迅行中学,上海市民办迅,虹口区
210,上海市民办新复兴初级中学,上海市民办新,虹口区
212,上海市民办新北郊初级中学,上海市民办新,虹口区
218,上海市长青学校,上海市长青学,虹口区
219,上海市虹口实验学校,上海市虹口实,虹口区
216,上海市北郊学校,上海市北郊学,虹口区
20,上海市嘉定区疁城实验学校,,嘉定区
445,上海市王港中学,上海市王港中,浦东新区
375,上海市白茅岭学校（上海市白茅岭学校军天湖分校）,上海市白茅岭,宝山区
346,上海师范大学附属宝山罗店中学,上海师范大学,宝山区
314,上海星河湾双语学校,上海星河湾双,闵行区
578,上海市民办金盟学校,上海市民办金,金山区
570,上海金山区健桥实验中学,上海金山区健,金山区
571,上海市金山区青少年业余体育学校,上海市金山区,金山区
576,上海市干巷学校,上海市干巷学,金山区
577,上海市新农学校,上海市新农学,金山区
579,上海金山区世外学校,上海金山区世,金山区
580,上海市金山区吕巷学校,上海市金山区,金山区
581,上海市金山区钱圩学校,上海市金山区,金山区
586,上海市松江区第六中学,上海市松江区,松江区
638,上海市青浦区第一中学,上海市青浦区,青浦区
406,上海市嘉定区戬浜学校,上海市嘉定区,嘉定区
105,上海市姚连生中学,上海市姚连生,长宁区
322,上海市淞谊中学,上海市淞谊中,宝山区
195,上海理工大学附属普陀实验学校,上海理工大学,普陀区
275,上海市师资培训中心附属闵行实验中学,上海市师资培,闵行区
331,上海市泗塘第二中学,上海市泗塘第,宝山区
398,上海市嘉定区震川中学,上海市嘉定区,嘉定区
13,上海市嘉定区震川中学,,嘉定区
29,上海市嘉定区练川实验学校,,嘉定区
414,上海市嘉定区练川实验学校,上海市嘉定区,嘉定区
285,上海尚师初级中学,上海尚师初级,闵行区
156,上海市静安区大宁国际学校,上海市静安区,静安区
348,上海市行知实验中学,上海市行知实,宝山区
502,上海市五三中学,上海市五三中,浦东新区
165,上海市普陀区教育学院附属中学,上海市普陀区,普陀区
637,上海市青浦区教师进修学院附属中学,上海市青浦区,青浦区
639,上海市毓华学校,上海市毓华学,青浦区
640,上海市青浦区崧泽学校,上海市青浦区,青浦区
641,上海市博文学校,上海市博文学,青浦区
642,上海市青浦区少年业余体育学校,上海市青浦区,青浦区
644,上海宋庆龄学校,上海宋庆龄学,青浦区
645,上海市佳信学校,上海市佳信学,青浦区
646,上海五浦汇实验学校,上海五浦汇实,青浦区
647,上海青浦区世外学校,上海青浦区世,青浦区
648,上海青浦平和双语学校,上海青浦平和,青浦区
649,上海青浦区协和双语学校,上海青浦区协,青浦区
643,上海市毓秀学校,上海市毓秀学,青浦区
651,上海市奉贤区青少年业余体育学校,上海市奉贤区,奉贤区
686,上海市奉贤区星火学校,上海市奉贤区,奉贤区
227,上海市新大桥中学,上海市新大桥,杨浦区
144,上海市华东模范中学,上海市华东模,静安区
358,上海市宝山区上海大学附属中学实验学校,上海市宝山区,宝山区
237,上海市同济第二初级中学,上海市同济第,杨浦区
663,上海市奉贤区尚同中学,上海市奉贤区,奉贤区
622,上海市青浦区实验中学,上海市青浦区,青浦区
505,上海市合庆中学,上海市合庆中,浦东新区
229,上海市东辽阳中学,上海市东辽阳,杨浦区
174,上海音乐学院附属安师实验中学,上海音乐学院,普陀区
1,上海市嘉定区启良中学,,嘉定区
700,上海市崇明区城桥中学附属明志初级中学,上海市崇明区,崇明区
386,上海市嘉定区启良中学,上海市嘉定区,嘉定区
172,上海市桃浦中学,上海市桃浦中,普陀区
343,上海市宝山区美兰湖中学,上海市宝山区,宝山区
706,上海市崇明区三烈中学,上海市崇明区,崇明区
470,上海市大团中学,上海市大团中,浦东新区
261,上海市闵行区七宝第二中学,上海市闵行区,闵行区
384,上海市宝山区陈伯吹罗店实验学校,上海市宝山区,宝山区
283,上海市闵行区田园外国语中学,上海市闵行区,闵行区
49,格致初级中学,格致初级中学,黄浦区
300,上海市古美学校,上海市古美学,闵行区
665,上海市奉贤区崇实中学,上海市奉贤区,奉贤区
669,上海市奉贤区育秀中学,上海市奉贤区,奉贤区
45,上海市梅陇中学,梅陇中学,普陀区
166,上海市梅陇中学,上海市梅陇中,普陀区
112,上海市西延安中学,上海市西延安,长宁区
500,上海市高行中学,上海市高行中,浦东新区
247,上海市体育学院附属中学,上海市体育学,杨浦区
185,上海市曹杨中学附属学校,上海市曹杨中,普陀区
381,上海师范大学附属宝山潜溪学校,上海师范大学,宝山区
604,上海市三新学校,上海市三新学,松江区
3,上海市曹杨二中附属江桥实验中学,,嘉定区
388,上海市曹杨二中附属江桥实验中学,上海市曹杨二,嘉定区
515,上海立信会计金融学院附属学校,上海立信会计,浦东新区
679,上海市奉贤区齐贤学校,上海市奉贤区,奉贤区
555,上海科技大学附属学校,上海科技大学,浦东新区
152,上海市静安区教育学院附属学校,上海市静安区,静安区
362,上海农场学校,上海农场学校,宝山区
464,上海民办浦东交中初级中学,上海民办浦东,浦东新区
715,上海市崇明区合兴中学,,崇明区
694,上海市崇明区合兴中学,上海市崇明区,崇明区
60,民办明珠中学,民办明珠中学,黄浦区
137,上海市彭浦第三中学,上海市彭浦第,静安区
509,上海浦东新区民办正达外国语学校,上海浦东新区,浦东新区
719,上海市崇明区实验中学,,崇明区
698,上海市崇明区实验中学,上海市崇明区,崇明区
99,上海民办位育中学,上海民办位育,徐汇区
71,大同初级中学（原黄浦学校）,大同初级中学,黄浦区
289,上海交通大学附属第二中学,上海交通大学,闵行区
657,上海市奉贤区青村中学,上海市奉贤区,奉贤区
136,上海市保德中学,上海市保德中,静安区
661,上海市奉贤区四团中学,上海市奉贤区,奉贤区
427,上海市三林中学北校,上海市三林中,浦东新区
